State,Account.Length,Area.Code,Phone,Int.l.Plan,VMail.Plan,VMail.Message,Day.Mins,Day.Calls,Day.Charge,Night.Calls,Intl.Mins,Intl.Calls,Intl.Charge,CustServ.Calls,Churn
DC,126,510,362-8280,no,no,0,122.4,88,20.81,106,11.5,3,3.11,1,no
SC,41,510,353-2391,no,no,0,207.2,138,35.22,105,11.9,4,3.21,1,no
WV,172,415,357-3709,no,no,0,211.7,100,35.99,136,6.5,9,1.76,1,no
NM,232,408,386-9177,no,no,0,165.6,104,28.15,77,11.8,3,3.19,1,no
CT,103,510,377-9178,no,no,0,160.2,104,27.23,97,9.7,2,2.62,0,no
NY,99,415,393-5897,no,no,0,182.6,83,31.04,57,12.1,5,3.27,0,no
IL,149,408,379-2514,no,no,0,69.1,117,11.75,53,6.3,3,1.7,1,no
IL,138,408,405-2209,yes,no,0,268.4,81,45.63,96,11.6,4,3.13,1,no
MI,67,510,392-4929,no,yes,35,245.4,89,41.72,136,7.5,6,2.03,1,no
SD,116,408,393-3535,no,no,0,167.8,119,28.53,128,7.3,4,1.97,2,no
KS,124,510,417-7736,no,yes,37,161.2,109,27.4,87,8.9,4,2.4,1,no
SD,64,415,395-6758,no,no,0,174.5,98,29.67,89,10.7,2,2.89,2,no
TN,57,510,337-7739,no,no,0,149.3,100,25.38,101,11.9,3,3.21,2,no
MO,61,408,364-1969,no,no,0,45,108,7.65,94,9.8,6,2.65,2,no
DE,97,510,354-7397,no,no,0,225.1,90,38.27,103,8.8,4,2.38,0,yes
AL,85,408,411-4232,no,no,0,127.9,107,21.74,76,12.5,5,3.38,0,no
GA,50,408,377-1218,no,yes,24,214.3,129,36.43,130,10.6,4,2.86,1,no
MI,79,510,337-9569,no,no,0,220.9,107,37.55,74,12.2,2,3.29,1,no
ID,151,415,413-3177,no,no,0,194.8,106,33.12,82,5.5,3,1.49,0,no
NM,56,408,385-5722,no,no,0,197,110,33.49,91,10.6,6,2.86,2,no
KS,68,415,363-3486,no,no,0,207.6,68,35.29,100,10.9,6,2.94,2,no
CT,3,415,401-6162,no,yes,36,118.1,117,20.08,89,11.9,6,3.21,2,no
MI,78,510,414-2695,no,no,0,137.4,109,23.36,136,14,11,3.78,3,no
OH,169,408,401-5169,no,no,0,147.2,115,25.02,103,7.2,6,1.94,3,no
ID,105,408,363-3469,no,no,0,232.6,96,39.54,101,10.5,9,2.84,1,no
NY,204,415,371-9414,no,no,0,174.3,85,29.63,96,5.9,3,1.59,6,no
PA,129,510,364-5126,no,yes,32,211,99,35.87,96,11.4,5,3.08,1,no
CO,80,415,406-5710,no,no,0,194.8,116,33.12,100,12.8,3,3.46,0,no
OR,134,415,359-7255,no,yes,50,208.8,130,35.5,107,11.1,4,3,2,no
OH,143,415,337-7167,no,no,0,223.3,99,37.96,84,4.5,4,1.22,0,yes
WV,67,415,393-4843,no,yes,30,129.6,107,22.03,93,14.5,5,3.92,1,no
MA,103,415,337-4697,no,no,0,185,117,31.45,91,12.6,2,3.4,2,no
OH,133,408,380-4374,no,no,0,117.8,100,20.03,119,11.8,4,3.19,0,yes
WA,120,408,344-9620,no,yes,28,215.8,123,36.69,78,6.9,3,1.86,1,no
NY,157,415,421-1189,no,no,0,224.5,111,38.17,118,11.5,2,3.11,2,no
NJ,137,415,358-1921,no,no,0,243.4,114,41.38,104,12.2,5,3.29,0,no
KY,96,415,353-3223,no,yes,40,108.6,90,18.46,118,13.4,4,3.62,0,no
WI,100,510,369-3756,no,yes,38,224.7,121,38.2,61,9.8,6,2.65,0,no
WY,139,415,337-7501,no,no,0,192.8,104,32.78,101,13,3,3.51,3,no
NV,180,510,351-1382,no,no,0,139,96,23.63,118,15.7,5,4.24,2,no
WY,90,415,416-2825,no,no,0,207.2,121,35.22,103,8,1,2.16,2,no
MN,40,510,350-7114,no,no,0,81.7,123,13.89,64,11.3,3,3.05,6,yes
MT,78,415,377-7561,no,no,0,191.7,122,32.59,86,9.1,5,2.46,1,no
WY,131,510,408-9779,no,no,0,110.9,74,18.85,114,15.8,9,4.27,1,no
NY,119,415,343-1458,no,no,0,133.4,102,22.68,103,11.1,7,3,1,no
MO,103,408,372-9816,no,yes,24,111.8,85,19.01,81,6.9,4,1.86,1,no
FL,115,510,351-4616,no,yes,24,142.1,124,24.16,114,9.6,4,2.59,1,no
MO,101,415,375-3341,yes,no,0,156.4,116,26.59,109,7.3,5,1.97,1,no
KY,89,408,341-1594,no,no,0,192.1,83,32.66,138,6.1,3,1.65,0,no
MS,59,408,415-9553,no,yes,27,127.4,110,21.66,73,9.1,3,2.46,0,no
ND,118,415,329-3458,no,yes,39,91.5,125,15.56,99,12.7,8,3.43,2,no
ME,88,415,405-5513,no,no,0,85.7,112,14.57,75,11.6,3,3.13,4,yes
NJ,48,510,408-4529,no,yes,22,152,63,25.84,109,15.7,5,4.24,2,yes
AL,91,510,387-2919,yes,no,0,129.9,112,22.08,130,11.2,3,3.02,3,no
MO,131,408,386-3717,no,no,0,109.5,95,18.62,108,6.6,7,1.78,1,no
OK,121,408,364-2495,no,yes,31,237.1,63,40.31,85,10.1,5,2.73,4,no
ID,114,408,381-5273,no,yes,19,154.6,100,26.28,112,12.6,1,3.4,3,no
ND,135,510,378-4013,yes,yes,24,127.7,54,21.71,84,5.8,4,1.57,2,no
MT,27,510,345-1419,no,no,0,193.8,102,32.95,124,9.2,3,2.48,0,no
ME,131,510,353-7292,yes,yes,26,292.9,101,49.79,127,13.8,7,3.73,4,yes
TX,32,408,396-4311,no,no,0,157.9,88,26.84,102,12.8,3,3.46,1,no
NV,162,415,380-6571,no,no,0,115.1,89,19.57,98,11.4,3,3.08,2,no
IN,161,510,381-9234,no,yes,38,240.4,112,40.87,112,16.1,6,4.35,0,no
GA,44,510,419-8987,no,no,0,288.1,112,48.98,90,10.2,4,2.75,3,yes
ME,97,510,346-7656,no,no,0,120.8,96,20.54,63,11.9,3,3.21,4,yes
SD,93,415,333-3595,no,no,0,176.1,103,29.94,96,8.5,6,2.3,2,no
MO,85,510,383-6095,no,no,0,165.8,96,28.19,116,10.9,3,2.94,5,yes
NV,102,415,373-5196,no,no,0,144.4,87,24.55,59,7.1,7,1.92,0,no
ME,118,408,384-8723,yes,yes,21,156.5,122,26.61,81,11.1,3,3,4,yes
WV,113,415,341-7686,no,no,0,61.2,111,10.4,114,13.7,3,3.7,5,yes
CO,110,510,345-8350,no,no,0,131.9,93,22.42,105,7.1,4,1.92,1,no
FL,31,510,402-3634,no,no,0,165.4,84,28.12,65,8.2,1,2.21,1,no
ND,70,415,343-2392,no,yes,31,125.9,101,21.4,75,10.3,4,2.78,1,no
ND,94,408,408-9463,no,no,0,174,85,29.58,94,7.9,1,2.13,1,no
AR,135,510,419-6033,no,yes,27,273.4,141,46.48,112,12.3,6,3.32,1,no
AZ,100,415,333-2337,no,no,0,188.5,152,32.05,88,15.2,5,4.1,2,no
OK,177,408,333-9133,no,no,0,175.4,99,29.82,86,11.5,3,3.11,1,no
UT,72,415,368-8026,no,no,0,118.2,106,20.09,106,12.2,3,3.29,3,no
MT,10,510,374-5965,no,no,0,183,103,31.11,73,8.7,6,2.35,2,no
NE,90,415,353-6870,no,no,0,145.5,92,24.74,123,10.9,2,2.94,3,no
VT,165,510,345-1998,no,no,0,242.9,126,41.29,126,0,0,0,1,no
AL,122,415,336-5920,no,no,0,232.5,96,39.53,91,11.9,2,3.21,0,no
AL,67,415,338-7683,no,yes,28,95,94,16.15,114,10,2,2.7,2,no
MD,62,408,409-1856,no,no,0,321.1,105,54.59,72,11.5,2,3.11,4,yes
OK,125,415,406-5059,no,yes,36,201.3,117,34.22,104,5.4,3,1.46,1,no
SD,86,415,334-1337,no,no,0,223.9,75,38.06,143,7.3,9,1.97,1,no
ID,118,415,335-3320,no,no,0,140.4,112,23.87,155,7.9,1,2.13,0,no
GA,202,510,351-2589,no,no,0,115.4,137,19.62,113,6,3,1.62,3,no
ID,138,415,339-7485,yes,yes,17,225.2,116,38.28,99,11.7,4,3.16,0,no
NV,116,408,360-1320,no,no,0,110.9,54,18.85,116,7.9,2,2.13,2,no
MA,122,408,371-3498,no,yes,29,195.4,83,33.22,95,8.4,6,2.27,3,no
HI,99,415,367-2598,no,no,0,124.6,90,21.18,95,10.5,6,2.84,1,no
KY,111,415,376-9513,no,no,0,255.9,97,43.5,84,12.3,5,3.32,3,no
CO,156,408,364-6445,no,no,0,150.5,106,25.59,86,3.5,3,0.95,1,no
RI,33,415,349-1726,no,no,0,184.4,111,31.35,100,9.3,5,2.51,3,no
MD,106,510,408-4142,no,no,0,213.9,95,36.36,124,12.2,5,3.29,3,no
SC,101,415,345-4589,no,no,0,158.4,92,26.93,125,13.5,4,3.65,4,yes
TN,63,415,374-6217,no,no,0,164.5,75,27.97,97,11.2,2,3.02,0,no
TX,130,408,385-6175,no,no,0,252,101,42.84,64,5.7,5,1.54,0,no
TN,196,415,340-8291,no,no,0,133.1,80,22.63,96,10.3,8,2.78,1,no
WY,58,510,354-2762,no,no,0,210.1,126,35.72,88,14.4,2,3.89,4,no
FL,22,415,378-9506,no,no,0,181.8,108,30.91,96,9.3,3,2.51,2,no
ME,149,415,392-1376,no,yes,18,148.5,106,25.25,98,6.5,4,1.76,0,no
NV,138,510,395-8595,no,no,0,171.4,117,29.14,115,17,4,4.59,3,no
SD,131,510,347-1473,no,no,0,187.9,110,31.94,125,10.2,11,2.75,2,no
AR,109,510,374-5530,no,no,0,175.4,125,29.82,74,9.8,9,2.65,1,no
NV,143,415,350-9228,no,no,0,209.1,127,35.55,90,14,6,3.78,0,no
WI,92,415,351-2773,no,no,0,157.7,101,26.81,99,13.8,3,3.73,1,no
GA,117,415,328-5188,yes,no,0,287.4,118,48.86,86,10,3,2.7,1,yes
MD,79,510,391-7661,no,yes,31,103.1,90,17.53,92,12.2,8,3.29,3,no
AL,98,408,383-1509,no,no,0,161,117,27.37,113,12.1,4,3.27,4,no
VA,127,408,414-1246,no,yes,25,173,91,29.41,99,4.8,3,1.3,0,no
NY,40,408,416-7591,no,no,0,242.5,82,41.23,86,9.6,7,2.59,0,no
SC,19,510,408-5322,no,no,0,259.4,116,44.1,130,9.5,3,2.57,1,yes
WY,71,415,409-7034,no,no,0,243.7,124,41.43,129,11.3,2,3.05,0,no
ND,48,415,405-2831,no,no,0,210.8,84,35.84,99,16.4,3,4.43,2,no
SC,87,408,335-1874,no,no,0,322.5,106,54.83,128,9.4,4,2.54,2,yes
MD,154,510,411-2977,no,no,0,154.5,122,26.27,105,12,2,3.24,3,yes
RI,113,415,415-2865,no,no,0,90.6,130,15.4,74,5.4,9,1.46,1,no
MO,161,510,369-8005,no,no,0,221.7,95,37.69,113,6.5,4,1.76,3,no
UT,144,510,370-2451,no,yes,37,219.9,102,37.38,111,10,4,2.7,1,no
OR,61,415,388-8282,no,no,0,234.2,76,39.81,122,13.9,2,3.75,1,no
UT,170,415,397-6542,no,no,0,285.7,44,48.57,97,8.7,4,2.35,1,yes
VT,101,415,411-5334,no,no,0,136.2,92,23.15,116,13.3,7,3.59,3,no
OK,172,408,398-3632,no,no,0,203.9,109,34.66,65,17.8,4,4.81,4,no
KS,84,415,335-7144,no,no,0,225.9,86,38.4,108,14.3,3,3.86,3,yes
NV,110,408,389-8163,no,yes,34,192.3,114,32.69,102,6.3,12,1.7,1,no
WY,127,415,412-3726,yes,yes,28,95.9,117,16.3,132,10.4,3,2.81,1,no
MI,30,510,391-6607,no,no,0,227.4,88,38.66,134,12.5,3,3.38,0,no
RI,133,510,349-4369,yes,no,0,127.3,108,21.64,88,10.3,3,2.78,1,no
NV,64,408,350-7306,no,no,0,148.1,73,25.18,125,12.3,2,3.32,5,yes
OK,146,415,335-4584,no,no,0,206.3,151,35.07,91,6.1,3,1.65,1,no
HI,72,415,410-3503,no,no,0,109.1,97,18.55,84,8.3,6,2.24,0,no
WV,90,415,344-4478,no,no,0,205.7,138,34.97,104,12.5,6,3.38,2,no
SC,149,415,370-8676,no,yes,20,147.8,132,25.13,110,10.2,6,2.75,0,no
OR,25,408,422-5874,no,no,0,178.8,90,30.4,99,8.4,5,2.27,2,no
VA,121,510,339-2792,no,yes,28,110,94,18.7,87,6.4,3,1.73,2,no
MT,54,408,418-6412,no,no,0,134.3,73,22.83,68,14.7,4,3.97,3,no
HI,115,415,336-6128,no,yes,33,145,72,24.65,138,14.2,3,3.83,2,no
MI,120,415,390-8876,no,no,0,150.6,85,25.6,123,6.4,2,1.73,1,no
VA,146,415,391-4358,yes,no,0,111.1,126,18.89,82,10.5,6,2.84,1,no
ID,106,510,383-2566,no,no,0,274.4,120,46.65,62,6,3,1.62,1,no
OH,119,415,385-7922,no,yes,27,220.1,128,37.42,80,11.1,3,3,0,no
NE,149,415,369-5942,no,no,0,156,56,26.52,104,8.9,8,2.4,0,no
AZ,99,415,327-3954,no,no,0,198.2,87,33.69,113,8.7,3,2.35,4,no
AK,76,415,366-9781,no,yes,22,160.1,107,27.22,102,9.5,4,2.57,3,no
UT,61,415,349-3843,yes,yes,29,128.2,119,21.79,114,11.7,6,3.16,3,no
MO,196,415,393-2373,no,no,0,234,109,39.78,70,9.1,5,2.46,2,no
ID,119,415,327-4795,no,no,0,230.4,117,39.17,111,7.6,6,2.05,3,no
AZ,67,415,404-4481,no,no,0,210.7,116,35.82,83,7.2,6,1.94,1,no
HI,98,415,395-5015,no,yes,31,181.6,112,30.87,121,12.9,4,3.48,2,no
FL,127,415,416-1676,no,no,0,266.6,106,45.32,119,5.9,2,1.59,1,yes
AL,61,415,399-4094,no,yes,20,254.4,133,43.25,91,10.5,4,2.84,0,no
NM,80,510,334-9806,no,no,0,206.3,97,35.07,82,12.4,12,3.35,0,no
NH,90,408,393-7322,no,no,0,140.2,97,23.83,126,7.1,2,1.92,1,no
FL,120,415,380-7321,no,no,0,180,80,30.6,91,4.7,7,1.27,3,no
TN,88,415,332-3617,no,no,0,181.5,116,30.86,96,10.5,7,2.84,1,no
KS,137,415,329-4474,no,yes,19,175.3,96,29.8,109,7.8,2,2.11,0,no
NH,116,408,369-2214,no,yes,24,183.6,138,31.21,89,6,3,1.62,2,no
HI,134,415,342-9394,no,yes,38,214.4,93,36.45,79,10,8,2.7,1,no
KY,95,408,401-7594,no,no,0,135,99,22.95,102,12.5,9,3.38,1,no
MO,101,415,394-1211,no,yes,29,121.1,116,20.59,75,10.1,6,2.73,0,no
RI,104,408,382-3966,yes,no,0,160.4,73,27.27,90,12.6,5,3.4,4,no
NC,27,408,345-6515,no,no,0,201.2,128,34.2,91,8.4,3,2.27,2,no
RI,39,408,417-9455,no,no,0,93.3,83,15.86,104,6.5,4,1.76,0,no
OH,93,415,397-9184,no,yes,42,152.3,90,25.89,130,11.3,5,3.05,7,no
MD,129,415,370-5626,no,yes,34,204.5,79,34.77,117,14.8,9,4,2,no
NJ,42,415,406-1247,no,yes,32,163.8,80,27.85,106,8.1,5,2.19,0,no
KY,39,415,359-4336,no,no,0,295.4,126,50.22,123,11.5,2,3.11,1,yes
WA,100,408,382-4932,no,no,0,70.8,94,12.04,125,9.5,1,2.57,6,yes
VA,141,415,333-7749,no,no,0,260.2,131,44.23,119,7.2,8,1.94,3,no
OH,75,415,340-9803,no,no,0,150.6,99,25.6,104,8.1,5,2.19,0,no
VA,136,408,411-5078,no,no,0,142.3,79,24.19,75,6,11,1.62,2,no
OH,135,415,351-7807,no,no,0,173.4,107,29.48,94,13.7,6,3.7,1,no
MS,158,510,411-3578,no,no,0,175.9,105,29.9,98,11,6,2.97,1,no
NJ,80,415,330-4978,no,no,0,268.7,120,45.68,140,5.8,1,1.57,2,yes
SC,78,415,403-8915,no,yes,21,160.6,85,27.3,92,9.5,1,2.57,2,no
WV,32,408,370-7565,no,yes,26,266.7,109,45.34,98,16.3,4,4.4,1,no
CT,162,408,363-3763,no,no,0,49.2,121,8.36,97,12.1,13,3.27,1,no
VT,193,408,415-4857,no,yes,17,124,102,21.08,129,12.3,3,3.32,1,no
AR,58,415,389-6082,no,no,0,238.9,107,40.61,84,11.8,3,3.19,2,no
MD,93,408,360-3324,yes,no,0,312,109,53.04,74,10.5,2,2.84,0,yes
DE,95,510,367-8298,no,no,0,184.2,95,31.31,113,12.8,4,3.46,2,no
ND,147,408,409-4671,yes,yes,35,157.5,109,26.78,76,11.1,2,3,3,yes
KY,54,408,356-1420,no,no,0,159.8,99,27.17,70,9.7,7,2.62,2,no
WV,113,510,386-6408,no,no,0,72.5,88,12.33,118,6.6,3,1.78,1,no
KY,107,415,330-4419,no,no,0,157.1,79,26.71,138,12.1,6,3.27,1,no
WV,107,415,361-1581,no,no,0,123.1,100,20.93,82,9.3,5,2.51,0,no
NY,122,415,352-6833,no,no,0,173.6,110,29.51,103,9.7,7,2.62,3,no
UT,100,408,370-9296,no,no,0,185,122,31.45,92,5.1,8,1.38,1,no
AL,92,408,371-7366,no,yes,38,242.2,96,41.17,108,8.9,1,2.4,1,no
WA,29,415,397-7411,no,no,0,157.4,122,26.76,92,9.3,2,2.51,1,no
FL,113,510,343-3340,no,no,0,92.6,85,15.74,72,14.4,4,3.89,3,no
RI,134,415,413-1789,no,no,0,141.7,95,24.09,60,8.8,6,2.38,0,no
MN,75,415,379-7779,no,no,0,143.2,92,24.34,96,11.9,9,3.21,1,no
RI,89,415,414-1537,no,yes,24,97.8,98,16.63,126,5.9,2,1.59,0,no
UT,68,415,398-3834,no,no,0,162.1,86,27.56,87,11,9,2.97,5,yes
WV,114,510,417-6774,no,yes,30,206.2,79,35.05,83,11.4,6,3.08,1,no
AL,95,415,350-7273,no,no,0,229.9,116,39.08,105,14.2,6,3.83,1,no
MA,88,415,418-6737,no,no,0,264.8,124,45.02,115,14.8,2,4,1,yes
MD,135,408,383-6029,yes,yes,41,173.1,85,29.43,78,14.6,15,3.94,0,yes
FL,185,408,417-5034,no,no,0,55.6,97,9.45,110,12.1,3,3.27,2,no
MO,135,510,376-1713,no,no,0,246.8,129,41.96,109,12.6,5,3.4,1,no
OR,92,415,386-8536,no,no,0,196.5,82,33.41,99,10.8,2,2.92,2,no
TN,108,510,356-8449,no,yes,34,162.1,83,27.56,76,9.6,3,2.59,4,yes
MT,101,415,353-5714,no,no,0,154.4,130,26.25,52,13.9,4,3.75,1,no
FL,93,415,328-6770,no,no,0,151.4,89,25.74,120,10.9,3,2.94,0,no
MO,86,415,385-3111,no,no,0,83.5,96,14.2,75,12.6,3,3.4,0,no
IA,89,415,374-5224,no,yes,35,174.4,108,29.65,74,11.8,3,3.19,1,no
UT,50,510,406-3890,no,no,0,258.1,106,43.88,110,11.7,5,3.16,1,no
MI,81,415,408-3384,no,no,0,153.5,99,26.1,86,6.3,2,1.7,2,no
MT,143,408,385-2699,no,yes,22,141.8,116,24.11,130,7.8,3,2.11,1,no
AL,117,510,391-8677,no,no,0,158.7,84,26.98,67,7.7,10,2.08,2,no
IL,89,415,380-4080,yes,yes,19,112.6,114,19.14,116,11.1,2,3,0,yes
RI,155,408,334-2961,yes,no,0,163.1,94,27.73,111,11.2,3,3.02,0,no
WY,104,408,366-3917,no,no,0,183.6,133,31.21,112,12.7,2,3.43,1,no
WY,96,408,329-2045,no,no,0,144,102,24.48,91,10,7,2.7,1,no
WA,118,510,422-2571,no,no,0,113,80,19.21,115,10.8,4,2.92,2,no
NY,94,415,363-1123,no,no,0,190.4,91,32.37,108,13.6,17,3.67,2,no
CT,107,408,339-2734,no,no,0,103.4,94,17.58,125,14.4,3,3.89,1,no
OR,151,510,339-1405,no,no,0,156.4,108,26.59,141,7.7,6,2.08,4,no
DC,76,415,337-1506,no,no,0,224.4,121,38.15,74,6.7,2,1.81,2,no
RI,123,510,348-8711,no,yes,23,245,88,41.65,108,14.9,3,4.02,2,no
AL,86,415,380-3437,no,no,0,128.3,121,21.81,152,12.2,5,3.29,7,yes
IA,1,408,331-2144,no,yes,26,208,115,35.36,144,8.1,9,2.19,1,no
OH,106,415,364-4927,no,no,0,158.6,112,26.96,106,9.1,3,2.46,0,no
ME,56,408,385-5688,no,no,0,221.9,112,37.72,85,7.1,5,1.92,0,yes
OK,88,408,338-8050,no,no,0,65.4,97,11.12,113,13.8,1,3.73,2,no
CT,150,510,411-8549,no,no,0,189.3,77,32.18,117,9.2,5,2.48,4,no
TX,150,510,374-8042,no,no,0,178.9,101,30.41,100,13.8,3,3.73,4,yes
ND,68,408,391-8369,no,no,0,219.6,97,37.33,101,10.8,4,2.92,2,no
AZ,130,415,358-1958,no,no,0,183,112,31.11,78,9.5,19,2.57,0,no
HI,101,510,342-5906,no,no,0,93.8,127,15.95,116,10.7,2,2.89,1,no
VT,129,408,355-9475,no,no,0,186,127,31.62,63,11.5,6,3.11,4,no
VT,162,510,375-2165,no,no,0,220.6,117,37.5,89,10.5,11,2.84,1,no
WI,69,510,418-6455,yes,no,0,279.8,90,47.57,118,8.4,10,2.27,2,yes
AL,134,415,352-2998,no,no,0,178,110,30.26,105,11.7,4,3.16,1,no
AK,78,510,418-9385,no,no,0,190.3,88,32.35,109,11.7,5,3.16,2,no
MN,125,415,343-2689,no,no,0,240.7,82,40.92,74,10.1,3,2.73,0,yes
KS,159,415,415-2176,no,yes,19,184.1,78,31.3,101,16.9,3,4.56,0,no
TX,28,415,347-1870,no,no,0,159.7,79,27.15,116,9.3,3,2.51,2,no
OH,69,415,375-8880,no,no,0,227,122,38.59,87,8.9,1,2.4,2,no
NC,72,415,368-5758,no,no,0,137.6,106,23.39,110,9.6,6,2.59,2,no
NC,190,408,409-3353,no,no,0,182.2,101,30.97,123,9.3,4,2.51,2,no
KY,58,415,409-2983,no,no,0,247.2,116,42.02,94,9.3,2,2.51,2,yes
MI,65,415,363-5450,no,no,0,211.3,120,35.92,118,13.2,5,3.56,3,no
IN,131,408,371-4633,no,no,0,240.9,108,40.95,109,14.7,8,3.97,3,no
SC,1,415,356-8621,no,yes,26,146.6,68,24.92,113,10,2,2.7,1,no
MI,51,415,373-1448,no,no,0,229.7,129,39.05,128,9.6,1,2.59,1,yes
WY,54,408,405-7850,no,yes,39,143.9,73,24.46,117,12.5,8,3.38,2,no
NM,87,415,357-2735,no,no,0,168.2,92,28.59,99,12.9,3,3.48,1,no
FL,147,415,396-5800,no,no,0,155.1,117,26.37,133,10.6,4,2.86,0,no
NJ,74,415,389-4083,no,no,0,230.9,93,39.25,101,9.7,2,2.62,3,no
OK,189,415,383-2537,no,no,0,208.3,106,35.41,120,11.3,5,3.05,3,no
AL,85,408,386-6411,no,yes,30,173.1,107,29.43,104,11.5,5,3.11,1,no
NE,154,415,363-6896,no,no,0,191.4,93,32.54,121,10.2,3,2.75,3,no
IN,205,510,361-5864,no,no,0,49.9,123,8.48,67,10.1,4,2.73,2,no
DE,54,415,379-3953,yes,no,0,214.1,77,36.4,75,10.1,3,2.73,1,no
MI,37,415,386-1131,no,no,0,191.4,116,32.54,112,14,5,3.78,3,no
UT,161,510,329-2786,yes,no,0,194.2,106,33.01,129,12.9,1,3.48,1,yes
AZ,60,415,366-2212,no,no,0,98.2,88,16.69,69,9.3,2,2.51,2,no
AK,50,408,362-8331,no,no,0,183.6,107,31.21,99,8.7,3,2.35,1,no
IN,115,415,370-9622,no,no,0,226.4,101,38.49,82,12.3,4,3.32,3,yes
ID,103,415,391-7528,no,no,0,70.9,134,12.05,164,12,6,3.24,2,no
NV,124,415,368-5628,no,no,0,234.4,61,39.85,117,10.4,6,2.81,3,no
AZ,87,510,327-3053,no,no,0,110.9,91,18.85,131,6.2,5,1.67,1,no
LA,95,415,411-6294,no,no,0,141.1,84,23.99,127,5.9,6,1.59,3,no
NE,92,415,386-2759,no,no,0,181.4,98,30.84,110,10.9,4,2.94,2,no
OH,116,415,386-5684,no,yes,27,204.7,118,34.8,67,7,2,1.89,2,no
VA,163,415,378-8342,no,no,0,202.9,100,34.49,116,12.8,3,3.46,5,no
ID,193,415,411-4714,no,no,0,96.8,92,16.46,115,10.9,5,2.94,2,yes
OK,101,415,413-4040,no,no,0,269.7,85,45.85,107,4.5,15,1.22,3,yes
RI,123,415,333-9728,no,yes,27,218.7,79,37.18,116,15,1,4.05,0,no
MI,102,510,336-4656,no,no,0,102.6,89,17.44,140,9.1,4,2.46,2,no
CT,95,415,392-5941,no,no,0,198.4,113,33.73,99,10.1,3,2.73,0,no
IL,68,415,340-6908,yes,yes,29,195.5,113,33.24,85,13.5,9,3.65,1,yes
UT,73,415,394-9934,no,no,0,182.3,115,30.99,113,18,5,4.86,1,no
AZ,83,415,400-6999,no,yes,41,155.9,122,26.5,105,13.1,5,3.54,3,no
OH,135,415,412-2947,no,no,0,218.8,123,37.2,80,10.3,3,2.78,4,no
IA,158,415,360-6868,no,no,0,158,106,26.86,89,9.1,4,2.46,1,no
VT,113,415,419-1714,no,no,0,272.1,111,46.26,105,8.5,10,2.3,1,yes
MA,112,415,358-7379,no,yes,17,183.2,95,31.14,95,9.7,3,2.62,0,no
NE,89,415,420-6414,no,yes,29,163.5,80,27.8,147,7.5,5,2.03,2,no
TN,47,415,332-3544,no,yes,30,196.6,93,33.42,118,12.9,4,3.48,2,no
AZ,100,510,391-6260,no,no,0,78.7,98,13.38,106,14,8,3.78,0,no
AK,146,415,397-5911,no,no,0,195.9,86,33.3,94,12.2,4,3.29,3,no
WV,80,415,382-3512,no,no,0,151.5,89,25.76,131,11.8,4,3.19,0,no
NC,128,510,417-5067,no,no,0,187.3,84,31.84,68,10.1,5,2.73,1,no
MT,114,510,393-3274,no,no,0,189.8,101,32.27,121,10.6,5,2.86,1,no
PA,101,415,410-3390,no,no,0,206.6,105,35.12,100,14.6,3,3.94,0,no
HI,171,510,361-9195,no,no,0,189.8,122,32.27,84,10.3,1,2.78,0,no
NV,89,415,352-7915,no,no,0,134.9,59,22.93,112,10.2,5,2.75,1,no
NV,105,415,376-4540,yes,no,0,228.4,100,38.83,140,7.7,7,2.08,0,no
GA,101,415,383-8695,no,yes,33,200.1,108,34.02,90,15.5,4,4.19,0,no
MT,33,510,332-7607,no,yes,35,161.9,85,27.52,131,8.5,2,2.3,1,no
GA,132,415,418-3426,no,no,0,176.7,132,30.04,120,9.1,4,2.46,2,no
IL,81,415,375-3658,no,yes,31,210.4,100,35.77,120,9.7,4,2.62,0,no
AL,100,408,333-3447,no,yes,25,246.6,94,41.92,109,13,5,3.51,1,no
MS,69,510,342-8320,no,yes,27,268.8,78,45.7,102,16.4,3,4.43,0,no
MS,38,415,420-8953,no,yes,25,142.4,106,24.21,117,13.4,6,3.62,2,no
UT,103,510,327-3587,no,yes,36,87.2,92,14.82,80,10.9,5,2.94,6,yes
WI,166,510,366-9074,no,no,0,173.9,103,29.56,113,15.3,5,4.13,0,no
AR,113,415,338-6714,yes,no,0,122.2,112,20.77,106,10.3,9,2.78,5,yes
WV,82,408,388-6658,no,no,0,143.7,116,24.43,95,7.8,5,2.11,1,no
KY,56,415,347-1640,yes,no,0,177.7,114,30.21,67,10.5,5,2.84,1,no
CT,40,510,361-1900,yes,no,0,220.8,100,37.54,94,6.4,3,1.73,0,no
DE,108,510,365-8779,no,no,0,169.6,99,28.83,78,9.3,4,2.51,0,no
OR,133,415,378-1144,no,no,0,143.8,71,24.45,132,12.9,4,3.48,3,no
NH,124,415,370-5361,no,no,0,254.3,113,43.23,69,11.8,2,3.19,2,no
VA,92,510,411-2958,yes,no,0,252.3,120,42.89,95,12,5,3.24,3,yes
HI,146,510,390-2433,no,no,0,189.3,77,32.18,83,7.4,3,2,0,no
CA,84,415,417-1488,no,no,0,280,113,47.6,103,10.4,4,2.81,0,yes
RI,76,415,343-4516,no,no,0,171.1,78,29.09,92,16.2,3,4.37,1,no
HI,99,408,413-9328,no,no,0,135.7,107,23.07,95,8.8,3,2.38,7,yes
